sort_key,root_name,root_path,unit_name,unit_path,unit_type,current_owner,current_role,first_known_source,evidence_type,remote_or_upstream,copy_or_fork_of,duplication_status,family_v2,target_repo,target_worktree,confidence,notes
0500,"sphere-thread-engine","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine","sphere-thread-engine-core","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine/engine","engine","sphere-thread-engine","core engine API and worker","README and workspaces identify engine as a primary package","git history; package manifests; README","git@github.com:jedisherpa/sphere-thread-engine.git","council-engine family lineage","shared-package-identity","council-lensforge-sphere","sphere-thread-engine","engine",0.90,"Current canonical active engine seat in the overlapping family"
0501,"sphere-thread-engine","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine","sphere-thread-council-nebula-skin","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine/skins/council-nebula","skin","sphere-thread-engine","Council Nebula skin","Workspace declares skins/council-nebula","git history; package manifest; README","git@github.com:jedisherpa/sphere-thread-engine.git","council-engine family lineage","shared-package-identity","council-lensforge-sphere","sphere-thread-engine","skin",0.88,"UI surface for the engine"
0502,"sphere-thread-engine","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine","sphere-thread-tma-surface","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine/tma","app-surface","sphere-thread-engine","TMA surface","tma package exists and package name is lensforge-tma","package manifest; source structure","git@github.com:jedisherpa/sphere-thread-engine.git","lensforge tma lineage","shared-package-identity","council-lensforge-sphere","sphere-thread-engine","tma",0.87,"Inherited overlap surface inside sphere-thread-engine; not the canonical active LensForge seat"
0503,"sphere-thread-engine","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine","sphere-thread-runtime-bridge-contracts","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine/contracts/runtime-bridge","contracts-pack","sphere-thread-engine","runtime bridge contracts","contracts/runtime-bridge subtree present","source structure","git@github.com:jedisherpa/sphere-thread-engine.git","self","unique","council-lensforge-sphere","sphere-thread-engine","contracts",0.83,"Operational integration contract pack"
0504,"sphere-thread-engine","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine","sphere-thread-governance-and-lens-packs","/Users/paulcooper/Documents/Codex Master Folder/sphere-thread-engine/lens-packs","config-pack","sphere-thread-engine","lens pack and governance pack","README mentions lens packs; governance subtree also present","README; source structure","git@github.com:jedisherpa/sphere-thread-engine.git","council-engine family lineage","shared-lineage","council-lensforge-sphere","sphere-thread-engine","config",0.82,"Config and governance support unit"
0600,"sovereign-jewel-next","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next","jewel-public-shell","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next/components/sovereign-jewel-app.tsx","user-shell","sovereign-jewel-next","Sovereign Jewel public shell","app/page.tsx mounts sovereign-jewel-app.tsx","local git history; package manifest; source entrypoint; docs","none","self","independent-root-with-shared-lineage","webgl","sovereign-jewel-next","public",0.97,"Standalone local repo initialized"
0601,"sovereign-jewel-next","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next","jewel-geometry-viewer-lab","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next/components/geometry-viewer.tsx","lab","sovereign-jewel-next","Platonic and prism geometry viewer","Viewer page title is Geometry Viewer and component enumerates Platonic solids spheres and tori","local git history; package manifest; source entrypoint; docs","none","self","unique-small-program-inside-root","webgl","sovereign-jewel-next","geometry-lab",0.99,"This is the local platonic solid viewer line"
0602,"sovereign-jewel-next","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next","jewel-scene-shell","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next/components/jewel-scene.tsx","scene-shell","sovereign-jewel-next","hero scene shell","jewel-scene component anchors the runtime scene layer","local git history; source structure","none","self","unique","webgl","sovereign-jewel-next","scene",0.89,"Scene shell separate from viewer lab"
0603,"sovereign-jewel-next","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next","jewel-breakup-engine","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next/components/object-breakup.tsx","engine","sovereign-jewel-next","object and dodecahedron breakup engine","object-breakup and dodecahedron-breakup components pair with shard libs","local git history; source structure; duplicate-file lineage","none","metacanon-ddos duplicated engine copy","duplicated-lineage","webgl","sovereign-jewel-next","breakup-engine",0.98,"Shared engine lineage with a separate DDOS product root"
0604,"sovereign-jewel-next","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next","jewel-geometry-math-libs","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next/lib","library","sovereign-jewel-next","geometry and shard libraries","lib contains geometry-surface triangle-subdivision and shard libs","local git history; source structure; duplicate-file lineage","none","metacanon-ddos/lib","duplicated-lineage","webgl","sovereign-jewel-next","geometry-core",0.97,"Core library line for the viewer and breakup engine"
0605,"sovereign-jewel-next","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next","jewel-script-pipeline","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next/scripts","asset-pipeline","sovereign-jewel-next","asset and preview pipeline","scripts include Houdini export Blender generation and preview rendering","local git history; source structure; package scripts","none","metacanon-ddos/scripts","duplicated-lineage","webgl","sovereign-jewel-next","asset-pipeline",0.98,"Authoring pipeline line"
0606,"sovereign-jewel-next","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next","jewel-blender-asset-source","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next/blender","asset-source","sovereign-jewel-next","Blender asset source pack","blender dir contains generate_platonic_solids.py and jewel blend files","local git history; source structure; duplicate-file lineage","none","metacanon-ddos/blender","duplicated-lineage","webgl","sovereign-jewel-next","asset-pipeline",0.97,"Includes platonic solids source assets"
0607,"sovereign-jewel-next","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next","jewel-master-plan-docs","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-next/docs/sovereign-journey-master-plan.md","docs-pack","sovereign-jewel-next","Igloo-class master plan docs","Doc explicitly says the current sovereign-jewel-next prototype should become an Igloo-class immersive experience","local git history; docs","none","copied into metacanon-ddos/docs","duplicated-lineage","webgl","sovereign-jewel-next","docs",0.98,"Important provenance anchor for the jewel line"
0610,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-declaration-shell","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/components/declaration-experience.tsx","user-shell","metacanon-ddos","DDOS public declaration shell","app/page.tsx mounts declaration experience","local git history; existing remote history; package manifest; source entrypoint","git@github.com:jedisherpa/metacanon-ddos.git","self","unique-auxiliary-line","webgl","metacanon-ddos","auxiliary",0.97,"Auxiliary local line related to the canonical live DDOS site"
0611,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-constitution-and-verify-pipeline","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/components/constitution-renderer.tsx","document-pipeline","metacanon-ddos","constitution rendering and verification UI","constitution-renderer and verify-panel pair with content and declaration routes","local git history; existing remote history; source structure","git@github.com:jedisherpa/metacanon-ddos.git","self","unique-auxiliary-line","webgl","metacanon-ddos","auxiliary",0.97,"Auxiliary local line related to the canonical live DDOS site"
0612,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-api-prisma-storage-layer","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/app/api","api-layer","metacanon-ddos","verification API and storage layer","app/api plus prisma and lib/db/store present in root","local git history; existing remote history; source structure; package manifest","git@github.com:jedisherpa/metacanon-ddos.git","self","unique-auxiliary-line","webgl","metacanon-ddos","auxiliary",0.96,"Auxiliary local line related to the canonical live DDOS site"
0613,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-duplicated-geometry-viewer-lab","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/components/geometry-viewer.tsx","lab-copy","metacanon-ddos","duplicated jewel geometry viewer","Component names and surrounding lib files mirror sovereign-jewel-next","local git history; duplicate-file lineage; source structure","none","sovereign-jewel-next/components/geometry-viewer.tsx","duplicate-local-copy","webgl","metacanon-ddos","engine-review",0.99,"Local copy inside the DDOS product root"
0614,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-duplicated-breakup-engine","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/components/object-breakup.tsx","engine-copy","metacanon-ddos","duplicated breakup engine","object-breakup and dodecahedron-breakup mirror sovereign-jewel-next","local git history; duplicate-file lineage; source structure","none","sovereign-jewel-next/components/object-breakup.tsx","duplicate-local-copy","webgl","metacanon-ddos","engine-review",0.99,"Explicit duplicate engine"
0615,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-duplicated-geometry-libs","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/lib","library-copy","metacanon-ddos","duplicated geometry and shard libs","lib subtree mirrors sovereign-jewel-next/lib with DDOS additions around constitution and storage","local git history; duplicate-file lineage; source structure","none","sovereign-jewel-next/lib","duplicate-local-copy-with-extensions","webgl","metacanon-ddos","engine-review",0.98,"Shared lineage with DDOS-specific extensions"
0616,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-duplicated-script-pipeline","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/scripts","asset-pipeline-copy","metacanon-ddos","duplicated asset pipeline scripts","scripts mirror sovereign-jewel-next/scripts","local git history; duplicate-file lineage; source structure","none","sovereign-jewel-next/scripts","duplicate-local-copy","webgl","metacanon-ddos","engine-review",0.99,"Pipeline copy"
0617,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-duplicated-blender-assets","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/blender","asset-source-copy","metacanon-ddos","duplicated Blender asset source","blender subtree mirrors sovereign-jewel-next/blender","local git history; duplicate-file lineage; source structure","none","sovereign-jewel-next/blender","duplicate-local-copy","webgl","metacanon-ddos","engine-review",0.99,"Asset copy"
0618,"metacanon-ddos","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos","ddos-docs-copy","/Users/paulcooper/Documents/Codex Master Folder/metacanon-ddos/docs/sovereign-journey-master-plan.md","docs-copy","metacanon-ddos","copied jewel docs","DDOS docs still describe the sovereign-jewel-next prototype and hero pipeline","local git history; docs copy evidence","none","sovereign-jewel-next/docs","duplicate-local-copy","webgl","metacanon-ddos","docs-review",0.99,"High-confidence provenance signal"
0620,"sovereign-jewel-web","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-web","sovereign-jewel-web-static-shell","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-web/index.html","static-shell","sovereign-jewel-web","static cinematic landing shell","2026-03-22 local git commit 0b76c8b","local git history; static entrypoint; HTML metadata","git@github.com:jedisherpa/sovereign-jewel-web.git","Sovereign Jewel concept line","unique-small-program","webgl","sovereign-jewel-web","mainline",0.96,"Standalone repo pushed to standalone remote; mainline worktree materialized"
0621,"sovereign-jewel-web","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-web","sovereign-jewel-web-motion-script","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-web/script.js","front-end-script","sovereign-jewel-web","microsite motion and interaction layer","2026-03-22 local git commit 0b76c8b","local git history; static entrypoints","git@github.com:jedisherpa/sovereign-jewel-web.git","self","unique-small-program","webgl","sovereign-jewel-web","mainline",0.90,"Standalone script layer; mainline worktree materialized"
0622,"sovereign-jewel-web","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-web","sovereign-jewel-web-asset-pack","/Users/paulcooper/Documents/Codex Master Folder/sovereign-jewel-web/assets","asset-pack","sovereign-jewel-web","static microsite asset pack","2026-03-22 local git commit 0b76c8b","local git history; source structure","git@github.com:jedisherpa/sovereign-jewel-web.git","self","unique-small-program","webgl","sovereign-jewel-web","mainline",0.88,"Static asset line; mainline worktree materialized"
0700,"image-catalog-viewer","/Users/paulcooper/Documents/Codex Master Folder/image-catalog-viewer","image-catalog-server","/Users/paulcooper/Documents/Codex Master Folder/image-catalog-viewer/server.mjs","server-entrypoint","image-catalog-viewer","catalog server and rebuild controller","2026-03-22 local git commit 31b7d1c","local git history; package manifest; source entrypoint","git@github.com:jedisherpa/image-catalog-viewer.git","depends on umbrella scripts/build_image_catalog.py","independent-small-program-with-cross-root-dependency","standalone-tools-services","image-catalog-viewer","mainline",0.97,"Standalone repo pushed to standalone remote; mainline worktree materialized"
0701,"image-catalog-viewer","/Users/paulcooper/Documents/Codex Master Folder/image-catalog-viewer","image-catalog-static-client","/Users/paulcooper/Documents/Codex Master Folder/image-catalog-viewer/public","static-client","image-catalog-viewer","catalog viewer client","2026-03-22 local git commit 31b7d1c","local git history; package manifest; source structure","git@github.com:jedisherpa/image-catalog-viewer.git","self","unique-small-program","standalone-tools-services","image-catalog-viewer","mainline",0.93,"Paired browser client; mainline worktree materialized"
0710,"metacanon-code-api","/Users/paulcooper/Documents/Codex Master Folder/metacanon-code-api","metacanon-code-api-server","/Users/paulcooper/Documents/Codex Master Folder/metacanon-code-api/src/server.ts","server-entrypoint","metacanon-code-api","API server entrypoint","2026-03-22 local git commit 9acfb77","local git history; README; package manifest; source entrypoint","git@github.com:jedisherpa/metacanon-code-api.git","depends on ffi-node and metacanon-core snippet sources","independent-service","standalone-tools-services","metacanon-code-api","mainline",0.97,"Standalone repo pushed to standalone remote; mainline worktree materialized"
0711,"metacanon-code-api","/Users/paulcooper/Documents/Codex Master Folder/metacanon-code-api","metacanon-code-snippet-map","/Users/paulcooper/Documents/Codex Master Folder/metacanon-code-api/src/codeMap.ts","code-map","metacanon-code-api","live source snippet manifest","2026-03-22 local git commit 9acfb77","local git history; README; source structure","git@github.com:jedisherpa/metacanon-code-api.git","self","unique","standalone-tools-services","metacanon-code-api","mainline",0.90,"Snippet and manifest layer; mainline worktree materialized"
0712,"metacanon-code-api","/Users/paulcooper/Documents/Codex Master Folder/metacanon-code-api","metacanon-runtime-control-bridge","/Users/paulcooper/Documents/Codex Master Folder/metacanon-code-api/src/runtimeControl.ts","bridge-controller","metacanon-code-api","runtime control endpoints backed by ffi-node","2026-03-22 local git commit 9acfb77","local git history; README; source structure","git@github.com:jedisherpa/metacanon-code-api.git","ffi-node and umbrella runtime","independent-service-with-runtime-dependency","standalone-tools-services","metacanon-code-api","mainline",0.96,"Bridge controller surface; mainline worktree materialized"
0720,"planes-of-existence-viewer","/Users/paulcooper/Documents/Codex Master Folder/planes-of-existence-viewer","planes-viewer-shell","/Users/paulcooper/Documents/Codex Master Folder/planes-of-existence-viewer/app/page.tsx","user-shell","planes-of-existence-viewer","planes public shell","2026-03-22 local git commit a41bc71","local git history; package manifest; source entrypoint","git@github.com:jedisherpa/planes-of-existence-viewer.git","self","unique-small-program","standalone-tools-services","planes-of-existence-viewer","mainline",0.90,"Top-level shell for the planes viewer; mainline worktree materialized"
0721,"planes-of-existence-viewer","/Users/paulcooper/Documents/Codex Master Folder/planes-of-existence-viewer","planes-viewer-lab","/Users/paulcooper/Documents/Codex Master Folder/planes-of-existence-viewer/components/planes-of-existence-viewer.tsx","lab","planes-of-existence-viewer","interactive 3D cosmology viewer","2026-03-22 local git commit a41bc71","local git history; package manifest; source entrypoint","git@github.com:jedisherpa/planes-of-existence-viewer.git","self","unique-small-program","standalone-tools-services","planes-of-existence-viewer","mainline",0.97,"Distinct small program with its own GLB runtime; mainline worktree materialized"
0722,"planes-of-existence-viewer","/Users/paulcooper/Documents/Codex Master Folder/planes-of-existence-viewer","planes-asset-pipeline","/Users/paulcooper/Documents/Codex Master Folder/planes-of-existence-viewer/scripts","asset-pipeline","planes-of-existence-viewer","asset generation scripts","2026-03-22 local git commit a41bc71","local git history; package manifest; source structure","git@github.com:jedisherpa/planes-of-existence-viewer.git","self","unique-small-program","standalone-tools-services","planes-of-existence-viewer","mainline",0.92,"Separate asset authoring unit; mainline worktree materialized"
0730,"ffi-node","/Users/paulcooper/Documents/Codex Master Folder/ffi-node","ffi-native-bridge","/Users/paulcooper/Documents/Codex Master Folder/ffi-node/index.js","ffi-bridge","ffi-node","native addon JS bridge","2026-03-22 local git commit 4baa121","local git history; package manifest; source entrypoint","git@github.com:jedisherpa/ffi-node.git","umbrella Rust runtime FFI line","independent-bridge-with-runtime-dependency","standalone-tools-services","ffi-node","mainline",0.98,"Primary Node-facing native bridge; mainline worktree materialized"
0731,"ffi-node","/Users/paulcooper/Documents/Codex Master Folder/ffi-node","ffi-command-and-client-shims","/Users/paulcooper/Documents/Codex Master Folder/ffi-node/commands.js","shim-layer","ffi-node","JS client and command shims","2026-03-22 local git commit 4baa121","local git history; package manifest; source structure","git@github.com:jedisherpa/ffi-node.git","umbrella Rust runtime FFI line","independent-bridge-with-runtime-dependency","standalone-tools-services","ffi-node","mainline",0.94,"JS compatibility layer; mainline worktree materialized"
0732,"ffi-node","/Users/paulcooper/Documents/Codex Master Folder/ffi-node","ffi-native-build-script","/Users/paulcooper/Documents/Codex Master Folder/ffi-node/scripts/build-native.sh","build-script","ffi-node","native addon build script","2026-03-22 local git commit 4baa121","local git history; package manifest; source structure","git@github.com:jedisherpa/ffi-node.git","umbrella Rust runtime FFI line","independent-bridge-with-runtime-dependency","standalone-tools-services","ffi-node","mainline",0.91,"Operational build unit; mainline worktree materialized"
0740,"houdini-codex-mcp","/Users/paulcooper/Documents/Codex Master Folder/houdini-codex-mcp","houdini-mcp-server","/Users/paulcooper/Documents/Codex Master Folder/houdini-codex-mcp/server.cjs","server-entrypoint","houdini-codex-mcp","Codex-facing MCP bridge server","2026-03-22 local git commit 157f8ac","local git history; README; source entrypoint","git@github.com:jedisherpa/houdini-codex-mcp.git","depends on anything-llm/server MCP SDK","independent-tool-with-cross-root-dependency","standalone-tools-services","houdini-codex-mcp","mainline",0.97,"Primary bridge surface; mainline worktree materialized"
0741,"houdini-codex-mcp","/Users/paulcooper/Documents/Codex Master Folder/houdini-codex-mcp","houdini-plugin-bootstrap","/Users/paulcooper/Documents/Codex Master Folder/houdini-codex-mcp/plugin/pythonrc.py","plugin-bootstrap","houdini-codex-mcp","Houdini-side bootstrap hook","2026-03-22 local git commit 157f8ac","local git history; source structure","git@github.com:jedisherpa/houdini-codex-mcp.git","self","unique","standalone-tools-services","houdini-codex-mcp","mainline",0.90,"Houdini-side counterpart; mainline worktree materialized"
0750,"installer-ui","/Users/paulcooper/Documents/Codex Master Folder/installer-ui","installer-desktop-app","/Users/paulcooper/Documents/Codex Master Folder/installer-ui/desktop","desktop-app","installer-ui","Tauri and React PrismAI installer shell","README and desktop package name metacanon-installer-desktop","README; package manifest; source entrypoints","none","umbrella installer command surface","independent-root-with-runtime-dependency","prismai-anythingllm","future installer-ui repo/mainline",0.98,"Concrete PrismAI installer UI implementation"
0751,"installer-ui","/Users/paulcooper/Documents/Codex Master Folder/installer-ui","installer-static-prototype","/Users/paulcooper/Documents/Codex Master Folder/installer-ui/prototype","static-prototype","installer-ui","lightweight installer wizard prototype","README explicitly labels prototype as lightweight static wizard","README; static entrypoints","none","PrismAI installer design line","unique-support-unit","prismai-anythingllm","future installer-ui repo/mainline",0.93,"Static mock/prototype line"
0752,"installer-ui","/Users/paulcooper/Documents/Codex Master Folder/installer-ui","installer-handover-pack","/Users/paulcooper/Documents/Codex Master Folder/installer-ui/handover","handover-pack","installer-ui","design system and flow handover","README enumerates design system components flow states and tokens","README; source structure","none","PrismAI installer design line","unique-support-unit","prismai-anythingllm","future installer-ui repo/mainline",0.95,"Primary handover pack"
0753,"installer-ui","/Users/paulcooper/Documents/Codex Master Folder/installer-ui","installer-fractal-handover-pack","/Users/paulcooper/Documents/Codex Master Folder/installer-ui/metacanon-fractal-handover","handover-pack","installer-ui","fractal themed handover pack","README labels this as active installer UI handover package","README; source structure","none","PrismAI installer design line","unique-support-unit","prismai-anythingllm","future installer-ui repo/mainline",0.95,"Secondary handover pack"
0800,"council-engine","/Users/paulcooper/Documents/Codex Master Folder/council-engine","council-engine-core","/Users/paulcooper/Documents/Codex Master Folder/council-engine/engine","engine","council-engine","core engine API and worker","README lists engine as headless game server","README; package manifests; source structure","git@github.com:jedisherpa/council-engine.git","council-engine family lineage","shared-package-identity","council-lensforge-sphere","council-engine","engine",0.92,"Live comparison engine line; canonical active engine seat remains sphere-thread-engine/engine"
0801,"council-engine","/Users/paulcooper/Documents/Codex Master Folder/council-engine","council-nebula-skin","/Users/paulcooper/Documents/Codex Master Folder/council-engine/skins/council-nebula","skin","council-engine","Council Nebula skin","README lists skins/council-nebula as the default skin","README; package manifest; source structure","git@github.com:jedisherpa/council-engine.git","council-engine family lineage","shared-package-identity","council-lensforge-sphere","council-engine","skin",0.90,"Live comparison skin line"
0802,"council-engine","/Users/paulcooper/Documents/Codex Master Folder/council-engine","council-lens-pack-config","/Users/paulcooper/Documents/Codex Master Folder/council-engine/lens-packs","config-pack","council-engine","lens pack config","README points to config and lens packs","README; source structure","git@github.com:jedisherpa/council-engine.git","council-engine family lineage","shared-lineage","council-lensforge-sphere","council-engine","config",0.84,"Live comparison config unit"
0803,"council-engine","/Users/paulcooper/Documents/Codex Master Folder/council-engine","council-governance-pack","/Users/paulcooper/Documents/Codex Master Folder/council-engine/governance","governance-pack","council-engine","governance and incident material","governance subtree present with contact_lenses and incident_reports","source structure","git@github.com:jedisherpa/council-engine.git","council-engine family lineage","shared-lineage","council-lensforge-sphere","council-engine","governance",0.82,"Live comparison governance unit"
0810,"lensforge-app","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app","lensforge-core","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app/engine","engine","lensforge-app","core engine API and worker","README identifies LensForge root while the engine subtree preserves shared Council lineage","README; package manifests; source structure","git@github.com:jedisherpa/lensforge-app.git","council-engine family lineage","shared-package-identity","council-lensforge-sphere","lensforge-app","engine",0.90,"Live inherited engine line inside the standalone LensForge repo"
0811,"lensforge-app","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app","lensforge-council-nebula-skin","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app/skins/council-nebula","skin","lensforge-app","Council Nebula skin inside LensForge root","skins/council-nebula workspace exists in LensForge root","README; package manifest; source structure","git@github.com:jedisherpa/lensforge-app.git","council-engine family lineage","shared-package-identity","council-lensforge-sphere","lensforge-app","skin",0.87,"Inherited skin line inside the standalone LensForge repo"
0812,"lensforge-app","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app","lensforge-tma-surface","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app/tma","app-surface","lensforge-app","LensForge TMA surface","root workspaces now include tma and the package name is lensforge-tma","package manifest; source structure","git@github.com:jedisherpa/lensforge-app.git","self","unique-descendant","council-lensforge-sphere","lensforge-app","tma",0.95,"Distinct LensForge-facing surface; current canonical active LensForge seat"
0813,"lensforge-app","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app","lensforge-lens-pack-config","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app/lens-packs","config-pack","lensforge-app","lens pack config","lens-packs subtree present","source structure","git@github.com:jedisherpa/lensforge-app.git","council-engine family lineage","shared-lineage","council-lensforge-sphere","lensforge-app","config",0.82,"LensForge config unit"
0814,"lensforge-app","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app","lensforge-governance-pack","/Users/paulcooper/Documents/Codex Master Folder/lensforge-app/governance","governance-pack","lensforge-app","governance and incident material","governance subtree present","source structure","git@github.com:jedisherpa/lensforge-app.git","council-engine family lineage","shared-lineage","council-lensforge-sphere","lensforge-app","governance",0.82,"LensForge governance support unit"
0820,"council-engine-code-copy","/Users/paulcooper/Documents/Codex Master Folder/council-engine-code-copy","archived-council-engine-core","/Users/paulcooper/Documents/Codex Master Folder/council-engine-code-copy/council-engine/engine","archive-engine","none","archived engine copy","Nested archived copy contains active engine package files","nested package evidence; source structure","none","council-engine lineage","archive-copy","archives-and-legacy-copies","archive-only","none",0.95,"Archive unit"
0821,"council-engine-code-copy","/Users/paulcooper/Documents/Codex Master Folder/council-engine-code-copy","archived-council-nebula-skin","/Users/paulcooper/Documents/Codex Master Folder/council-engine-code-copy/council-engine/skins/council-nebula","archive-skin","none","archived Council Nebula skin copy","Nested archived copy contains the skin package","nested package evidence; source structure","none","council-engine lineage","archive-copy","archives-and-legacy-copies","archive-only","none",0.93,"Archive unit"
0830,"council-engine-master-v2","/Users/paulcooper/Documents/Codex Master Folder/council-engine-master-v2","archived-master-v2-engine","/Users/paulcooper/Documents/Codex Master Folder/council-engine-master-v2/council-engine-master/engine","archive-engine","none","archived master v2 engine","Nested master copy contains engine package with queue and worker evolution","nested package evidence; source structure","none","council-engine lineage","archive-copy","archives-and-legacy-copies","archive-only","none",0.95,"Archive unit"
0831,"council-engine-master-v2","/Users/paulcooper/Documents/Codex Master Folder/council-engine-master-v2","archived-master-v2-skin","/Users/paulcooper/Documents/Codex Master Folder/council-engine-master-v2/council-engine-master/skins/council-nebula","archive-skin","none","archived master v2 skin","Nested master copy contains the Council Nebula skin package","nested package evidence; source structure","none","council-engine lineage","archive-copy","archives-and-legacy-copies","archive-only","none",0.93,"Archive unit"
0832,"council-engine-master-v2","/Users/paulcooper/Documents/Codex Master Folder/council-engine-master-v2","archived-master-v2-conductor-layer","/Users/paulcooper/Documents/Codex Master Folder/council-engine-master-v2/council-engine-master/engine/src/conductor","archive-subsystem","none","archived conductor and governance layer","Master v2 copy contains explicit conductor subtree absent from simpler code copy","source structure","none","council-engine lineage","archive-copy","archives-and-legacy-copies","archive-only","none",0.94,"Important evolved archive delta"
